64, NaN, 16.176935229067933
128, NaN, 16.176935229067933
256, NaN, 16.176935229067933
512, NaN, 16.176935229067933
1024, NaN, 16.176935229067933
2048, NaN, 16.176935229067933
4096, 1.316984990233012, 16.176935229067933
8192, 0.001180978195751, 16.176935229067933
16384, 3.883197571112151e-05, 17.0134994807892
32768, 4.815559032229872e-06, 17.16141196187284
65536, 3.641556179104614e-07, 17.23633685760876
131072, 6.789708423041478e-09, 19.539654144305302
262144,  2.046204801888202e-09, 20.610749441771254